date,close
2014-06-06,3.4375
2014-06-09,3.45
2014-06-10,3.75
2014-06-11,3.9688
2014-06-12,4.125
2014-06-13,4.3488
2014-06-16,4.4688
2014-06-17,4.3569
2014-06-18,4.31
2014-06-19,4.1044
2014-06-20,4.0719
2014-06-23,4.1069
2014-06-24,4.0175
2014-06-25,4.0306
2014-06-26,3.9881
2014-06-27,3.9094
2014-06-30,3.8994
2014-07-01,4.75
2014-07-02,4.7094
2014-07-03,4.7756
2014-07-07,4.5106
2014-07-08,4.3394
2014-07-09,4.4938
2014-07-10,4.2337
2014-07-11,4.3519
2014-07-14,4.3094
2014-07-15,4.1681
2014-07-16,4.0331
2014-07-17,3.985
2014-07-18,4.0
2014-07-21,3.9519
2014-07-22,4.0944
2014-07-23,4.0512
2014-07-24,4.0156
2014-07-25,3.9775
2014-07-28,3.9631
2014-07-29,3.9906
2014-07-30,4.2369
2014-07-31,4.1325
2014-08-01,4.1006
2014-08-04,4.3269
2014-08-05,4.5056
2014-08-06,4.4262
2014-08-07,4.5138
2014-08-08,4.5019
2014-08-11,4.3663
2014-08-12,4.4444
2014-08-13,4.365
2014-08-14,4.4256
2014-08-15,4.3637
2014-08-18,4.4069
2014-08-19,4.6875
2014-08-20,4.775
2014-08-21,4.8344
2014-08-22,4.7263
2014-08-25,4.7238
2014-08-26,4.7606
2014-08-27,5.1975
2014-08-28,5.2156
2014-08-29,5.2406
2014-09-02,5.3812
2014-09-03,5.3506
2014-09-04,5.4681
2014-09-05,5.695
2014-09-08,5.4788
2014-09-09,5.2675
2014-09-10,5.5469
2014-09-11,5.5469
2014-09-12,5.3919
2014-09-15,5.1769
2014-09-16,5.25
2014-09-17,5.2194
2014-09-18,5.3831
2014-09-19,5.4781
2014-09-22,5.24
2014-09-23,5.2794
2014-09-24,5.4444
2014-09-25,5.2688
2014-09-26,5.3206
2014-09-29,5.8319
2014-09-30,5.5206
2014-10-01,5.2537
2014-10-02,5.2644
2014-10-03,5.3581
2014-10-06,5.2925
2014-10-07,5.1756
2014-10-08,5.5275
2014-10-09,5.3637
2014-10-10,4.8831
2014-10-13,4.6056
2014-10-14,4.595
2014-10-15,4.6906
2014-10-16,4.6606
2014-10-17,4.795
2014-10-20,4.7744
2014-10-21,4.8444
2014-10-22,4.5113
2014-10-23,4.615
2014-10-24,4.6831
2014-10-27,4.585
2014-10-28,4.615
2014-10-29,4.5644
2014-10-30,4.6181
2014-10-31,5.0781
2014-11-03,5.3556
2014-11-04,5.3994
2014-11-05,5.2575
2014-11-06,5.4531
2014-11-07,4.8644
2014-11-10,4.7994
2014-11-11,4.9212
2014-11-12,4.8275
2014-11-13,4.8106
2014-11-14,4.8556
2014-11-17,4.7937
2014-11-18,4.8
2014-11-19,4.8125
2014-11-20,4.6988
2014-11-21,4.6344
2014-11-24,4.5588
2014-11-25,4.6087
2014-11-26,4.7594
2014-11-28,4.7419
2014-12-01,4.4738
2014-12-02,4.3387
2014-12-03,4.5394
2014-12-04,4.5956
2014-12-05,4.265
2014-12-08,4.0512
2014-12-09,4.1369
2014-12-10,4.0731
2014-12-11,4.2438
2014-12-12,4.2469
2014-12-15,4.2119
2014-12-16,4.2712
2014-12-17,4.205
2014-12-18,4.1731
2014-12-19,4.1581
2014-12-22,4.0794
2014-12-23,4.0437
2014-12-24,4.0625
2014-12-26,4.0781
2014-12-29,3.8481
2014-12-30,3.79
2014-12-31,3.7975
2015-01-02,3.9175
2015-01-05,3.9875
2015-01-06,3.9881
2015-01-07,4.0712
2015-01-08,4.1325
2015-01-09,4.1512
2015-01-12,4.1294
2015-01-13,4.0794
2015-01-14,4.0662
2015-01-15,3.9506
2015-01-16,4.0338
2015-01-20,4.0919
2015-01-21,4.0175
2015-01-22,3.9688
2015-01-23,3.9631
2015-01-26,4.0219
2015-01-27,3.9762
