date,close
2003-11-27,4989.04
2003-11-28,5044.8198
2003-12-01,5160.8501
2003-12-02,5186.0801
2003-12-03,5221.8999
2003-12-04,5225.8999
2003-12-05,5131.7202
2003-12-08,5131.54
2003-12-09,5229.3398
2003-12-10,5285.54
2003-12-11,5299.96
2003-12-12,5315.8101
2003-12-15,5390.8799
2003-12-16,5437.0498
2003-12-17,5418.23
2003-12-18,5455.0
2003-12-19,5541.3501
2003-12-22,5577.96
2003-12-23,5564.3301
2003-12-24,5641.9199
2003-12-26,5699.2402
2003-12-29,5797.3301
2003-12-30,5791.8501
2003-12-31,5838.96
2004-01-02,6026.5898
2004-01-05,6039.0
2004-01-06,5943.6401
2004-01-07,5957.02
2004-01-08,6108.54
2004-01-09,6119.5898
2004-01-12,6067.7598
2004-01-13,6132.9702
2004-01-14,6194.1099
2004-01-15,6063.9102
2004-01-16,5946.1899
2004-01-19,6064.1001
2004-01-20,5922.1099
2004-01-21,5758.1899
2004-01-22,5593.7402
2004-01-23,5816.6401
2004-01-27,5993.0601
2004-01-28,5876.0498
2004-01-29,5802.75
2004-01-30,5695.6699
2004-02-03,5620.98
2004-02-04,5756.7598
2004-02-05,5720.6299
2004-02-06,5786.3501
2004-02-09,5926.2202
2004-02-10,5932.52
2004-02-11,5949.7798
2004-02-12,5936.96
2004-02-13,6011.6602
2004-02-16,6012.3501
2004-02-17,6035.7998
2004-02-18,6027.02
2004-02-19,5855.1001
2004-02-20,5850.7202
2004-02-23,5698.04
2004-02-24,5734.4399
2004-02-25,5618.1499
2004-02-26,5567.1201
2004-02-27,5667.5098
2004-03-01,5823.1699
2004-03-03,5842.2002
2004-03-04,5815.8701
2004-03-05,5880.3501
2004-03-08,5935.1899
2004-03-09,5850.6099
2004-03-10,5759.29
2004-03-11,5649.8599
2004-03-12,5700.3999
2004-03-15,5520.6602
2004-03-16,5525.0898
2004-03-17,5535.6899
2004-03-18,5414.9399
2004-03-19,5443.4399
2004-03-22,5365.3999
2004-03-23,5400.9902
2004-03-24,5395.2798
2004-03-25,5414.4399
2004-03-26,5528.9399
2004-03-29,5571.3701
2004-03-30,5520.4399
2004-03-31,5590.6001
2004-04-01,5740.8501
2004-04-02,5788.0801
2004-04-05,5838.02
2004-04-06,5822.4199
2004-04-07,5815.1299
2004-04-08,5838.4502
2004-04-12,5783.79
2004-04-13,5904.52
2004-04-15,5843.9702
2004-04-16,5862.8198
2004-04-19,5800.54
2004-04-20,5804.8101
2004-04-21,5876.4199
2004-04-22,5924.1802
2004-04-23,5925.5801
2004-04-27,5712.2798
2004-04-28,5713.0898
2004-04-29,5668.4302
2004-04-30,5655.0898
2004-05-03,5584.9902
2004-05-04,5647.1499
2004-05-05,5686.1899
2004-05-06,5757.2998
2004-05-07,5669.5801
2004-05-10,5555.8398
2004-05-11,5325.8999
2004-05-12,5358.3501
2004-05-13,5399.4702
2004-05-14,5069.8701
2004-05-17,4505.1602
2004-05-18,4877.02
2004-05-19,5006.1001
2004-05-20,4932.1099
2004-05-21,4961.5698
2004-05-24,5123.23
2004-05-25,5102.2202
2004-05-26,5081.9502
2004-05-27,5058.5498
2004-05-28,4835.3901
2004-05-31,4759.6201
2004-06-01,4835.1201
2004-06-02,4923.6899
2004-06-03,4817.9902
2004-06-04,4889.0
2004-06-07,4938.1499
2004-06-08,4962.6299
2004-06-09,4963.75
2004-06-10,4944.6401
2004-06-11,4832.71
2004-06-14,4746.0098
2004-06-15,4814.8501
2004-06-16,4788.7998
2004-06-17,4839.8799
2004-06-18,4769.9902
2004-06-21,4738.6201
2004-06-22,4735.8599
2004-06-23,4644.0
2004-06-24,4708.5498
2004-06-25,4756.3901
2004-06-28,4837.6001
2004-06-29,4841.3799
2004-06-30,4795.46
2004-07-01,4874.0498
2004-07-02,4870.5801
2004-07-05,4843.77
2004-07-06,4928.5898
2004-07-07,4955.9702
2004-07-08,4843.8398
2004-07-09,4945.48
2004-07-12,4944.54
2004-07-13,4898.9902
2004-07-14,4848.2998
2004-07-15,4888.1899
2004-07-16,4951.1699
2004-07-19,4975.3999
2004-07-20,4957.8799
2004-07-21,4993.7598
2004-07-22,5054.29
2004-07-23,5073.3398
2004-07-26,5118.1699
2004-07-27,5075.8799
2004-07-28,5070.29
2004-07-29,5120.4502
2004-07-30,5170.3198
2004-08-02,5202.5298
2004-08-03,5194.6299
2004-08-04,5169.0698
2004-08-05,5252.7798
2004-08-06,5196.9902
2004-08-09,5233.21
2004-08-10,5252.0498
2004-08-11,5175.1602
2004-08-12,5139.77
2004-08-13,5102.9199
2004-08-16,5102.3701
2004-08-17,5102.9399
2004-08-18,5038.2798
2004-08-19,5123.6499
2004-08-20,5064.6602
2004-08-23,5033.6899
2004-08-24,5067.3901
2004-08-25,5088.5601
2004-08-26,5135.4502
2004-08-27,5117.0098
2004-08-30,5186.4502
2004-08-31,5192.0801
2004-09-01,5210.8501
2004-09-02,5198.7202
2004-09-03,5218.46
2004-09-06,5246.23
2004-09-07,5264.6699
