date,close
1979-06-29,1618.4
1979-07-03,1602.8
1979-07-04,1591.4
1979-07-05,1583.9
1979-07-06,1586.6
1979-07-09,1586.3
1979-07-10,1580.2
1979-07-11,1563.2
1979-07-12,1533.7
1979-07-13,1537.4
1979-07-16,1551.6
1979-07-17,1560.9
1979-07-18,1550.8
1979-07-19,1552.4
1979-07-20,1557.5
1979-07-23,1546.0
1979-07-24,1547.1
1979-07-25,1556.8
1979-07-26,1570.0
1979-07-27,1578.0
1979-07-30,1568.1
1979-07-31,1558.1
1979-08-01,1558.1
1979-08-02,1560.9
1979-08-03,1557.8
1979-08-07,1555.9
1979-08-08,1565.2
1979-08-09,1566.5
1979-08-10,1575.0
1979-08-13,1582.1
1979-08-14,1584.3
1979-08-15,1600.7
1979-08-16,1606.9
1979-08-17,1619.2
1979-08-20,1640.7
1979-08-21,1657.3
1979-08-22,1665.2
1979-08-23,1662.0
1979-08-24,1669.7
1979-08-27,1678.7
1979-08-28,1678.9
1979-08-29,1678.5
1979-08-30,1679.7
1979-08-31,1695.3
1979-09-04,1689.4
1979-09-05,1661.8
1979-09-06,1694.4
1979-09-07,1725.3
1979-09-10,1720.9
1979-09-11,1715.7
1979-09-12,1727.1
1979-09-13,1719.0
1979-09-14,1731.9
1979-09-17,1728.9
1979-09-18,1719.1
1979-09-19,1721.9
1979-09-20,1737.0
1979-09-21,1740.9
1979-09-24,1735.6
1979-09-25,1736.9
1979-09-26,1751.2
1979-09-27,1758.8
1979-09-28,1751.9
1979-10-01,1753.5
1979-10-02,1771.9
1979-10-03,1780.5
1979-10-04,1790.9
1979-10-05,1804.7
1979-10-09,1740.3
1979-10-10,1689.5
1979-10-11,1685.8
1979-10-12,1674.9
1979-10-15,1643.2
1979-10-16,1617.3
1979-10-17,1620.4
1979-10-18,1639.5
1979-10-19,1597.5
1979-10-22,1537.3
1979-10-23,1526.0
1979-10-24,1538.4
1979-10-25,1521.1
1979-10-26,1527.8
1979-10-29,1542.6
1979-10-30,1556.2
1979-10-31,1579.3
1979-11-01,1603.4
1979-11-02,1610.9
1979-11-05,1600.6
1979-11-06,1597.0
1979-11-07,1578.5
1979-11-08,1573.2
1979-11-09,1588.0
1979-11-12,1612.8
1979-11-13,1615.1
1979-11-14,1623.9
1979-11-15,1632.7
1979-11-16,1625.7
1979-11-19,1628.5
1979-11-20,1631.7
1979-11-21,1624.4
1979-11-23,1651.7
1979-11-26,1682.2
1979-11-27,1688.1
1979-11-28,1695.0
1979-11-29,1703.3
1979-11-30,1699.6
1979-12-03,1700.1
1979-12-04,1716.7
1979-12-05,1728.7
1979-12-06,1746.6
1979-12-07,1730.3
1979-12-10,1726.5
1979-12-11,1723.0
1979-12-12,1755.8
1979-12-13,1765.8
1979-12-14,1743.5
1979-12-17,1772.4
1979-12-18,1783.9
1979-12-19,1782.5
1979-12-20,1787.9
1979-12-21,1785.4
1979-12-24,1787.3
1979-12-26,1787.3
1979-12-27,1798.6
1979-12-28,1804.3
1979-12-31,1813.2
1980-01-02,1806.1
1980-01-03,1789.4
1980-01-04,1795.2
1980-01-07,1814.1
1980-01-08,1832.6
1980-01-09,1854.0
1980-01-10,1884.1
1980-01-11,1898.7
1980-01-14,1922.2
1980-01-15,1944.5
1980-01-16,1946.8
1980-01-17,1968.1
1980-01-18,1966.7
1980-01-21,1973.2
1980-01-22,1920.7
1980-01-23,1934.1
1980-01-24,1952.6
1980-01-25,1955.1
1980-01-28,1972.7
1980-01-29,1988.7
1980-01-30,2025.6
1980-01-31,2027.7
1980-02-01,2032.6
1980-02-04,2039.8
1980-02-05,2018.7
1980-02-06,2022.9
1980-02-07,2052.2
1980-02-08,2100.3999
1980-02-11,2118.6001
1980-02-12,2117.1001
1980-02-13,2107.7
1980-02-14,2045.0
1980-02-15,2044.9
1980-02-19,2093.3999
1980-02-20,2125.3999
1980-02-21,2144.5
1980-02-22,2140.0
1980-02-25,2119.0
1980-02-26,2146.0
1980-02-27,2165.8999
1980-02-28,2177.6001
1980-02-29,2192.6001
1980-03-03,2182.5
1980-03-04,2164.8999
1980-03-05,2165.8999
1980-03-06,2096.5
1980-03-07,2045.7
1980-03-10,1974.6
1980-03-11,2005.1
1980-03-12,1996.3
1980-03-13,1966.8
1980-03-14,1947.3
1980-03-17,1864.8
1980-03-18,1884.8
1980-03-19,1924.0
1980-03-20,1906.5
1980-03-21,1888.1
1980-03-24,1830.8
1980-03-25,1819.8
1980-03-26,1798.2
1980-03-27,1702.5
1980-03-28,1789.2
1980-03-31,1797.6
1980-04-01,1807.8
1980-04-02,1807.2
1980-04-03,1793.5
1980-04-07,1784.9
1980-04-08,1815.6
1980-04-09,1858.1
1980-04-10,1877.9
1980-04-11,1871.5
1980-04-14,1865.9
1980-04-15,1851.2
1980-04-16,1818.6
1980-04-17,1801.7
1980-04-18,1807.0
1980-04-21,1784.5
1980-04-22,1818.3
1980-04-23,1830.7
1980-04-24,1843.8
1980-04-25,1848.4
1980-04-28,1850.3
1980-04-29,1866.1
1980-04-30,1869.9
1980-05-01,1875.0
1980-05-02,1884.9
1980-05-05,1878.9
1980-05-06,1860.3
1980-05-07,1841.4
1980-05-08,1828.4
1980-05-09,1809.8
1980-05-12,1801.5
1980-05-13,1830.5
1980-05-14,1858.5
1980-05-15,1871.7
1980-05-16,1882.4
1980-05-20,1887.7
1980-05-21,1905.5
1980-05-22,1924.3
1980-05-23,1961.1
1980-05-27,2006.9
1980-05-28,1997.2
1980-05-29,1956.8
1980-05-30,1971.7
1980-06-02,1981.2
1980-06-03,1984.8
1980-06-04,2016.4
1980-06-05,2019.2
1980-06-06,2022.7
1980-06-09,2027.6
1980-06-10,2026.7
1980-06-11,2040.2
1980-06-12,2040.8
1980-06-13,2051.1001
1980-06-16,2041.3
1980-06-17,2048.2
1980-06-18,2044.5
1980-06-19,2027.2
1980-06-20,2020.8
1980-06-23,2018.7
1980-06-24,2031.9
1980-06-25,2053.8
1980-06-26,2057.2
1980-06-27,2069.5
1980-06-30,2061.3
1980-07-02,2088.8
1980-07-03,2120.2
1980-07-04,2136.3
1980-07-07,2138.5
1980-07-08,2143.3
1980-07-09,2141.3
1980-07-10,2114.3
1980-07-11,2116.8999
1980-07-14,2126.3
1980-07-15,2115.0
1980-07-16,2117.8999
1980-07-17,2133.8999
1980-07-18,2150.3999
1980-07-21,2170.6001
1980-07-22,2179.0
1980-07-23,2195.8
1980-07-24,2204.6001
