date,close
2008-05-20,10148.6191
2008-05-21,9606.3271
2008-05-22,11047.2764
2008-05-23,10845.8525
2008-05-26,10365.5361
2008-05-27,9947.1963
2008-05-28,9730.2793
2008-05-29,9776.7617
2008-05-30,9699.291
2008-06-02,9017.5518
2008-06-03,9033.0459
2008-06-04,9033.0459
2008-06-05,8986.5635
2008-06-06,8986.5635
2008-06-09,8227.3545
2008-06-10,7607.5913
2008-06-11,7809.0142
2008-06-12,7514.6265
2008-06-13,7483.6387
2008-06-16,7344.1919
2008-06-17,7189.251
2008-06-18,7282.2153
2008-06-19,7716.0498
2008-06-20,7716.0498
2008-06-23,7638.5791
2008-06-24,7592.0972
2008-06-25,7437.1562
2008-06-26,7344.1919
2008-06-27,6832.8872
2008-06-30,6584.9819
2008-07-01,6213.1245
2008-07-02,6244.1123
2008-07-03,5887.7485
2008-07-04,5996.207
2008-07-07,6089.1719
2008-07-08,5887.7485
2008-07-09,5283.48
2008-07-10,5515.8911
2008-07-11,5453.9146
2008-07-14,5825.7725
2008-07-15,5453.9146
2008-07-16,5670.8315
2008-07-17,5717.314
2008-07-18,5701.8198
2008-07-21,5701.8198
2008-07-22,5422.9263
2008-07-23,5763.7959
2008-07-24,5794.7842
2008-07-25,5500.397
2008-07-28,5515.8911
2008-07-29,5546.8789
2008-07-30,5949.7251
2008-07-31,5872.2549
2008-08-01,5856.7607
2008-08-04,5577.8672
2008-08-05,5593.3613
2008-08-06,5484.9028
2008-08-07,5345.4561
2008-08-08,5221.5034
2008-08-11,5329.9619
2008-08-12,5562.373
2008-08-13,5562.373
2008-08-14,5577.8672
2008-08-15,5577.8672
2008-08-18,5252.4917
2008-08-19,5236.9976
2008-08-20,5190.5151
2008-08-21,4973.5981
2008-08-22,4803.1636
2008-08-25,4555.2583
2008-08-26,4369.3291
2008-08-27,4353.8354
2008-08-28,4245.377
2008-08-29,4121.4243
2008-09-01,3517.1553
2008-09-02,2990.3567
2008-09-03,2943.8743
2008-09-04,3207.2737
2008-09-05,3129.8032
2008-09-08,3439.6848
2008-09-09,3408.6965
2008-09-10,3548.1433
2008-09-11,4059.4478
2008-09-12,4090.436
2008-09-15,4090.436
2008-09-16,3486.167
2008-09-17,3842.5308
2008-09-18,3718.5781
2008-09-19,3889.0129
2008-09-22,3842.5308
2008-09-23,3889.0129
2008-09-24,3858.0249
2008-09-25,4028.4597
2008-09-26,3827.0366
2008-09-29,3594.6255
2008-09-30,3780.5544
2008-10-01,3455.179
2008-10-02,3238.2617
2008-10-03,3238.2617
2008-10-06,2981.0601
2008-10-07,2922.1826
2008-10-08,2485.2498
2008-10-09,2541.0283
2008-10-10,2479.052
2008-10-13,2618.4988
2008-10-14,2844.7122
2008-10-15,2742.4514
2008-10-16,2333.4077
2008-10-17,2141.2812
2008-10-20,2231.147
2008-10-21,2249.7397
2008-10-22,2122.6885
2008-10-23,1899.5736
2008-10-24,1617.5815
2008-10-27,1396.0162
2008-10-28,1457.9926
2008-10-29,1392.9174
2008-10-30,1598.9886
2008-10-31,1729.1388
2008-11-03,1952.2535
2008-11-04,1980.1428
2008-11-05,2060.7122
2008-11-06,1766.3246
2008-11-07,1840.6962
2008-11-10,1890.2772
2008-11-11,1822.1033
2008-11-12,1902.6725
2008-11-13,1815.9056
2008-11-14,1890.2772
2008-11-17,1902.6725
2008-11-18,1902.6725
2008-11-19,1828.3009
2008-11-20,1685.7554
2008-11-21,1766.3246
2008-11-24,1688.8542
2008-11-25,1657.8661
2008-11-26,1905.7712
2008-11-27,1868.5856
2008-11-28,1868.5856
2008-12-01,1843.795
2008-12-02,1837.5974
2008-12-03,1800.4116
2008-12-04,1791.1151
2008-12-05,1778.7198
2008-12-08,1750.8306
2008-12-09,1747.7317
2008-12-10,2008.0322
2008-12-11,1967.7476
2008-12-12,2060.7122
2008-12-15,2367.4946
2008-12-16,2432.5698
2008-12-17,2262.135
2008-12-18,2305.5186
2008-12-19,2193.9612
2008-12-22,2221.8503
2008-12-23,2141.2812
2008-12-24,2051.4155
2008-12-25,2051.4155
2008-12-26,2060.7122
2008-12-29,2209.4551
2008-12-30,2178.467
2008-12-31,2178.467
2009-01-02,2246.6409
2009-01-05,2246.6409
2009-01-06,2237.3445
2009-01-07,2330.3091
2009-01-08,2429.4709
2009-01-09,2448.064
2009-01-12,2321.0125
2009-01-13,2231.147
2009-01-14,2280.728
2009-01-15,2020.4275
2009-01-16,2104.0955
2009-01-19,2141.2812
2009-01-20,2070.0085
2009-01-21,2029.7239
2009-01-22,2076.2061
2009-01-23,2026.6251
2009-01-28,2330.3091
2009-01-29,2215.6528
2009-01-30,2262.135
2009-02-02,2262.135
2009-02-03,2342.7043
2009-02-04,2692.8704
2009-02-05,2726.9573
2009-02-06,2782.7361
2009-02-09,2587.5107
2009-02-10,2606.1035
2009-02-11,2568.9177
2009-02-12,2621.5977
2009-02-13,2742.4514
2009-02-16,2742.4514
2009-02-17,2417.0757
2009-02-18,2314.8149
2009-02-19,2255.9375
2009-02-20,2045.218
2009-02-23,2144.3801
2009-02-24,2070.0085
2009-02-25,2051.4155
